Airline,Travel_date,From,To,Departure_time,Arrival_time,Duration_minutes,Stops,Price
AirAsia,09/01/2023,New Delhi,Bengaluru,21:20,00:25,185,0.0, 8025
Air India,09/01/2023,New Delhi,Bengaluru,06:10,08:55,165,0.0, 8234
Air India,09/01/2023,New Delhi,Bengaluru,08:00,10:55,175,0.0, 8234
Air India,09/01/2023,New Delhi,Bengaluru,15:35,18:30,175,0.0, 8234
"IndiGo, AirAsia",09/01/2023,New Delhi,Bengaluru,17:15,23:00,345,1.0, 8351
SpiceJet,09/01/2023,New Delhi,Bengaluru,06:20,09:10,170,0.0, 8445
IndiGo,09/01/2023,New Delhi,Bengaluru,15:55,23:05,430,1.0, 8566
IndiGo,09/01/2023,New Delhi,Bengaluru,09:15,12:05,170,0.0, 8580
IndiGo,09/01/2023,New Delhi,Bengaluru,21:45,00:35,170,0.0, 8580
"IndiGo, AirAsia",09/01/2023,New Delhi,Bengaluru,07:10,13:50,400,1.0, 8666
AirAsia,09/01/2023,New Delhi,Bengaluru,09:30,12:15,165,0.0, 9000
AirAsia,09/01/2023,New Delhi,Bengaluru,16:30,19:20,170,0.0, 9000
IndiGo,09/01/2023,New Delhi,Bengaluru,21:10,02:20,310,1.0, 9020
Vistara,09/01/2023,New Delhi,Bengaluru,09:05,11:50,165,0.0, 9284
Vistara,09/01/2023,New Delhi,Bengaluru,16:05,18:50,165,0.0, 9284
Vistara,09/01/2023,New Delhi,Bengaluru,17:30,20:25,175,0.0, 9284
Vistara,09/01/2023,New Delhi,Bengaluru,19:55,22:40,165,0.0, 9284
Vistara,09/01/2023,New Delhi,Bengaluru,20:40,23:20,160,0.0, 9284
IndiGo,09/01/2023,New Delhi,Bengaluru,18:40,00:05,325,1.0, 9664
IndiGo,09/01/2023,New Delhi,Bengaluru,19:20,22:05,165,0.0, 10320
Vistara,09/01/2023,New Delhi,Bengaluru,08:10,10:45,155,0.0, 10334
Air India,09/01/2023,New Delhi,Bengaluru,09:45,12:30,165,0.0, 10334
AirAsia,09/01/2023,New Delhi,Bengaluru,08:10,10:55,165,0.0, 10501
"Air India, AirAsia",09/01/2023,New Delhi,Bengaluru,16:50,22:10,320,1.0, 10519
Vistara,09/01/2023,New Delhi,Bengaluru,17:35,21:30,235,1.0, 10680
IndiGo,09/01/2023,New Delhi,Bengaluru,07:00,09:50,170,0.0, 11520
IndiGo,09/01/2023,New Delhi,Bengaluru,07:55,11:05,190,0.0, 11520
Go First,09/01/2023,New Delhi,Bengaluru,05:45,08:35,170,0.0, 11702
Go First,09/01/2023,New Delhi,Bengaluru,10:45,15:10,265,1.0, 11783
IndiGo,09/01/2023,New Delhi,Bengaluru,15:40,18:30,170,0.0, 12640
IndiGo,09/01/2023,New Delhi,Bengaluru,17:25,20:05,160,0.0, 12640
IndiGo,09/01/2023,New Delhi,Bengaluru,05:55,08:45,170,0.0, 13500
Akasa Air,09/01/2023,New Delhi,Bengaluru,11:50,14:35,165,0.0, 14127
IndiGo,09/01/2023,New Delhi,Bengaluru,10:40,13:30,170,0.0, 14499
IndiGo,09/01/2023,New Delhi,Bengaluru,12:15,15:05,170,0.0, 14499
IndiGo,09/01/2023,New Delhi,Bengaluru,13:05,15:55,170,0.0, 14499
Vistara,09/01/2023,New Delhi,Bengaluru,14:10,17:00,170,0.0, 15584
SpiceJet,09/01/2023,New Delhi,Mumbai,20:10,10:30,860,1.0, 4841
AirAsia,09/01/2023,New Delhi,Mumbai,04:55,19:35,880,1.0, 5383
Go First,09/01/2023,New Delhi,Mumbai,02:40,04:50,130,0.0, 5409
Go First,09/01/2023,New Delhi,Mumbai,06:00,08:10,130,0.0, 5409
Go First,09/01/2023,New Delhi,Mumbai,07:20,09:30,130,0.0, 5409
Go First,09/01/2023,New Delhi,Mumbai,22:30,00:40,130,0.0, 5409
IndiGo,09/01/2023,New Delhi,Mumbai,02:00,04:15,135,0.0, 5899
IndiGo,09/01/2023,New Delhi,Mumbai,04:45,07:10,145,0.0, 5899
IndiGo,09/01/2023,New Delhi,Mumbai,06:30,08:45,135,0.0, 5899
IndiGo,09/01/2023,New Delhi,Mumbai,23:00,01:20,140,0.0, 5899
AirAsia,09/01/2023,New Delhi,Mumbai,04:55,13:05,490,1.0, 5949
SpiceJet,09/01/2023,New Delhi,Mumbai,18:50,20:55,125,0.0, 5952
SpiceJet,09/01/2023,New Delhi,Mumbai,20:00,22:05,125,0.0, 5952
Air India,09/01/2023,New Delhi,Mumbai,07:00,09:15,135,0.0, 5955
Air India,09/01/2023,New Delhi,Mumbai,08:00,10:20,140,0.0, 5955
Air India,09/01/2023,New Delhi,Mumbai,09:00,11:20,140,0.0, 5955
Air India,09/01/2023,New Delhi,Mumbai,10:00,12:25,145,0.0, 5955
Air India,09/01/2023,New Delhi,Mumbai,20:00,22:10,130,0.0, 5955
SpiceJet,09/01/2023,New Delhi,Mumbai,07:00,09:15,135,0.0, 6215
Go First,09/01/2023,New Delhi,Mumbai,20:00,22:10,130,0.0, 6502
IndiGo,09/01/2023,New Delhi,Mumbai,22:45,07:25,520,1.0, 6600
Akasa Air,09/01/2023,New Delhi,Mumbai,16:10,18:20,130,0.0, 7318
IndiGo,09/01/2023,New Delhi,Mumbai,07:15,09:40,145,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,08:10,10:05,115,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,11:00,13:20,140,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,12:00,14:20,140,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,14:15,16:30,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,15:45,18:00,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,16:25,18:40,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,17:25,19:40,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,19:20,21:30,130,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,20:20,22:35,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,21:45,00:00,135,0.0, 7319
IndiGo,09/01/2023,New Delhi,Mumbai,06:55,16:05,550,1.0, 7319
AirAsia,09/01/2023,New Delhi,Mumbai,20:00,02:20,380,1.0, 7319
Vistara,09/01/2023,New Delhi,Mumbai,05:45,08:00,135,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,09:30,11:35,125,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,11:40,13:55,135,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,12:50,15:00,130,0.0, 7320
Air India,09/01/2023,New Delhi,Mumbai,14:00,16:20,140,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,14:20,16:30,130,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,15:30,17:35,125,0.0, 7320
Air India,09/01/2023,New Delhi,Mumbai,17:50,20:15,145,0.0, 7320
Air India,09/01/2023,New Delhi,Mumbai,19:00,21:25,145,0.0, 7320
Air India,09/01/2023,New Delhi,Mumbai,21:20,23:35,135,0.0, 7320
Vistara,09/01/2023,New Delhi,Mumbai,21:40,23:40,120,0.0, 7320
Air India,09/01/2023,New Delhi,Mumbai,22:30,00:45,135,0.0, 7320
Go First,09/01/2023,New Delhi,Mumbai,14:35,16:45,130,0.0, 7321
Go First,09/01/2023,New Delhi,Mumbai,18:00,20:10,130,0.0, 7321
IndiGo,09/01/2023,New Delhi,Mumbai,10:00,12:35,155,0.0, 7844
IndiGo,09/01/2023,New Delhi,Mumbai,08:45,11:10,145,0.0, 8159
Vistara,09/01/2023,New Delhi,Mumbai,10:20,12:35,135,0.0, 8580
Vistara,09/01/2023,New Delhi,Mumbai,17:45,19:55,130,0.0, 8580
Air India,09/01/2023,New Delhi,Mumbai,13:15,18:05,290,1.0, 8580
Vistara,09/01/2023,New Delhi,Mumbai,07:30,09:40,130,0.0, 10155
Vistara,09/01/2023,New Delhi,Mumbai,16:35,19:05,150,0.0, 10155
Vistara,09/01/2023,New Delhi,Mumbai,19:00,21:15,135,0.0, 10155
AirAsia,09/01/2023,New Delhi,Mumbai,19:05,00:40,335,1.0, 10342
Vistara,09/01/2023,New Delhi,Mumbai,09:00,11:10,130,0.0, 11730
IndiGo,09/01/2023,New Delhi,Mumbai,05:00,10:05,305,1.0, 11909
Go First,09/01/2023,New Delhi,Mumbai,17:30,21:25,235,1.0, 12997
Vistara,09/01/2023,New Delhi,Mumbai,20:55,22:55,120,0.0, 13830
IndiGo,10/01/2023,Goa,Ahmedabad,08:55,10:35,100,0.0, 5335
SpiceJet,10/01/2023,Goa,Ahmedabad,01:20,02:55,95,0.0, 5419
Vistara,10/01/2023,Goa,Ahmedabad,00:40,16:40,960,1.0, 6101
IndiGo,10/01/2023,Goa,Ahmedabad,14:35,16:20,105,0.0, 9289
IndiGo,10/01/2023,Goa,Ahmedabad,23:15,01:00,105,0.0, 9394
Air India,10/01/2023,Goa,Ahmedabad,15:25,19:55,270,1.0, 9618
Go First,10/01/2023,Goa,Ahmedabad,21:05,22:40,95,0.0, 10445
Go First,10/01/2023,Goa,Ahmedabad,14:50,20:35,345,1.0, 11072
IndiGo,10/01/2023,Goa,Ahmedabad,09:55,15:00,305,1.0, 11271
IndiGo,10/01/2023,Goa,Tirupati,00:50,07:30,400,1.0, 7357
"IndiGo, Air India",10/01/2023,Goa,Tirupati,08:45,13:55,310,1.0, 9088
"IndiGo, Air India",10/01/2023,Goa,Tirupati,07:35,13:55,380,1.0, 9462
IndiGo,10/01/2023,Goa,Tirupati,08:45,19:30,645,1.0, 9598
"SpiceJet, Air India",10/01/2023,Goa,Tirupati,07:30,13:55,385,1.0, 9620
IndiGo,10/01/2023,Goa,Tirupati,08:45,14:05,320,1.0, 9913
IndiGo,10/01/2023,Goa,Tirupati,22:05,07:30,565,1.0, 9928
"Go First, IndiGo",10/01/2023,Goa,Tirupati,10:35,19:30,535,1.0, 10002
SpiceJet,10/01/2023,Goa,Tirupati,07:30,19:40,730,1.0, 10025
IndiGo,10/01/2023,Goa,Tirupati,08:45,17:10,505,1.0, 10228
Air India,10/01/2023,Goa,Tirupati,23:10,13:55,885,2.0, 10237
IndiGo,10/01/2023,Goa,Tirupati,07:35,14:05,390,1.0, 10287
"IndiGo, SpiceJet",10/01/2023,Goa,Tirupati,00:50,07:20,390,1.0, 10406
IndiGo,10/01/2023,Goa,Tirupati,13:00,19:30,390,1.0, 10543
IndiGo,10/01/2023,Goa,Tirupati,07:35,17:10,575,1.0, 10602
"Go First, IndiGo",10/01/2023,Goa,Tirupati,10:35,17:10,395,1.0, 10632
"AirAsia, IndiGo",10/01/2023,Goa,Tirupati,05:55,10:55,300,1.0, 10644
IndiGo,10/01/2023,Goa,Tirupati,14:25,19:30,305,1.0, 10716
"Alliance Air, IndiGo",10/01/2023,Goa,Tirupati,00:25,10:55,630,1.0, 10749
IndiGo,10/01/2023,Goa,Tirupati,13:00,17:10,250,1.0, 11173
"Alliance Air, IndiGo",10/01/2023,Goa,Tirupati,13:15,19:30,375,1.0, 11456
"AirAsia, IndiGo",10/01/2023,Goa,Tirupati,07:15,19:30,735,2.0, 11642
SpiceJet,10/01/2023,Goa,Tirupati,07:30,07:20,1430,1.0, 11863
Air India,10/01/2023,Goa,Tirupati,01:15,13:55,760,2.0, 12736
Air India,10/01/2023,Goa,Tirupati,15:25,13:55,1350,3.0, 21994
Go First,10/01/2023,Goa,Bengaluru,14:50,16:05,75,0.0, 4337
AirAsia,10/01/2023,Goa,Bengaluru,05:55,07:05,70,0.0, 4879
Akasa Air,10/01/2023,Goa,Bengaluru,22:25,23:30,65,0.0, 2774
AirAsia,10/01/2023,Goa,Bengaluru,07:15,08:20,65,0.0, 4879
Go First,10/01/2023,Goa,Bengaluru,14:00,15:10,70,0.0, 4881
Alliance Air,10/01/2023,Goa,Bengaluru,00:25,01:50,85,0.0, 4984
Vistara,10/01/2023,Goa,Bengaluru,14:40,15:55,75,0.0, 5089
IndiGo,10/01/2023,Goa,Bengaluru,08:05,09:25,80,0.0, 5404
IndiGo,10/01/2023,Goa,Bengaluru,23:40,00:55,75,0.0, 5404
AirAsia,10/01/2023,Goa,Bengaluru,14:45,16:00,75,0.0, 6139
"Vistara, Akasa Air",10/01/2023,Goa,Bengaluru,00:40,14:30,830,1.0, 6830
IndiGo,10/01/2023,Goa,Bengaluru,21:40,23:00,80,0.0, 8432
IndiGo,10/01/2023,Goa,Bengaluru,15:05,16:15,70,0.0, 8554
IndiGo,10/01/2023,Goa,Bengaluru,11:25,16:35,310,1.0, 8798
IndiGo,10/01/2023,Goa,Bengaluru,12:05,13:30,85,0.0, 8957
AirAsia,10/01/2023,Goa,Bengaluru,19:15,23:15,240,1.0, 9102
Vistara,10/01/2023,Goa,Mumbai,00:40,02:00,80,0.0, 3231
IndiGo,10/01/2023,Goa,Mumbai,23:45,01:00,75,0.0, 3619
SpiceJet,10/01/2023,Goa,Mumbai,22:50,23:50,60,0.0, 3840
Alliance Air,10/01/2023,Goa,Mumbai,21:00,22:30,90,0.0, 4249
SpiceJet,10/01/2023,Goa,Mumbai,05:10,06:25,75,0.0, 4784
SpiceJet,10/01/2023,Goa,Mumbai,13:05,14:20,75,0.0, 4784
SpiceJet,10/01/2023,Goa,Mumbai,13:15,14:35,80,0.0, 4784
AirAsia,10/01/2023,Goa,Mumbai,01:00,02:20,80,0.0, 4879
AirAsia,10/01/2023,Goa,Mumbai,02:55,04:00,65,0.0, 4879
AirAsia,10/01/2023,Goa,Mumbai,05:45,06:55,70,0.0, 4879
Air India,10/01/2023,Goa,Mumbai,06:50,08:10,80,0.0, 4879
Air India,10/01/2023,Goa,Mumbai,23:10,00:20,70,0.0, 4879
Go First,10/01/2023,Goa,Mumbai,06:40,08:00,80,0.0, 4881
Go First,10/01/2023,Goa,Mumbai,23:55,01:20,85,0.0, 4881
IndiGo,10/01/2023,Goa,Mumbai,13:05,14:25,80,0.0, 4943
Go First,10/01/2023,Goa,Mumbai,11:45,12:55,70,0.0, 4969
SpiceJet,10/01/2023,Goa,Mumbai,17:05,18:20,75,0.0, 5310
IndiGo,10/01/2023,Goa,Mumbai,06:45,07:55,70,0.0, 5404
Vistara,10/01/2023,Goa,Mumbai,22:45,00:15,90,0.0, 5404
IndiGo,10/01/2023,Goa,Mumbai,11:25,12:40,75,0.0, 5440
Vistara,10/01/2023,Goa,Mumbai,13:20,14:45,85,0.0, 5929
IndiGo,10/01/2023,Goa,Mumbai,16:30,17:45,75,0.0, 5929
Go First,10/01/2023,Goa,Mumbai,13:15,14:40,85,0.0, 5931
Air India,10/01/2023,Goa,Mumbai,15:25,16:50,85,0.0, 6139
IndiGo,10/01/2023,Goa,Mumbai,18:45,19:55,70,0.0, 6454
Go First,10/01/2023,Goa,Mumbai,17:05,18:25,80,0.0, 7401
Vistara,10/01/2023,Goa,Mumbai,14:40,20:40,360,1.0, 9111
Vistara,10/01/2023,Goa,Mumbai,14:40,20:15,335,1.0, 10056
Go First,10/01/2023,Goa,Mumbai,18:15,19:30,75,0.0, 10341
Air India,10/01/2023,Goa,Mumbai,01:15,09:15,480,1.0, 16639
AirAsia,10/01/2023,Goa,New Delhi,05:55,14:20,505,1.0, 7001
AirAsia,10/01/2023,Goa,New Delhi,07:15,20:45,810,1.0, 7001
SpiceJet,10/01/2023,Goa,New Delhi,22:50,09:30,640,1.0, 7756
AirAsia,10/01/2023,Goa,New Delhi,14:45,22:50,485,1.0, 7969
Go First,10/01/2023,Goa,New Delhi,11:45,21:20,575,1.0, 8003
Go First,10/01/2023,Goa,New Delhi,11:45,22:25,640,1.0, 8003
Go First,10/01/2023,Goa,New Delhi,11:45,23:30,705,1.0, 8003
Go First,10/01/2023,Goa,New Delhi,14:50,00:10,560,1.0, 8003
Go First,10/01/2023,Goa,New Delhi,11:45,01:05,800,1.0, 8003
Go First,10/01/2023,Goa,New Delhi,11:45,02:00,855,1.0, 8003
SpiceJet,10/01/2023,Goa,New Delhi,13:15,01:15,720,1.0, 8176
SpiceJet,10/01/2023,Goa,New Delhi,13:05,01:15,730,1.0, 8176
SpiceJet,10/01/2023,Goa,New Delhi,13:15,09:30,1215,1.0, 8176
SpiceJet,10/01/2023,Goa,New Delhi,13:05,09:30,1225,1.0, 8176
IndiGo,10/01/2023,Goa,New Delhi,17:10,22:55,345,1.0, 8356
"Vistara, Go First",10/01/2023,Goa,New Delhi,00:40,08:00,440,1.0, 8626
IndiGo,10/01/2023,Goa,New Delhi,02:05,06:40,275,1.0, 8728
IndiGo,10/01/2023,Goa,New Delhi,02:05,09:40,455,1.0, 8728
IndiGo,10/01/2023,Goa,New Delhi,18:30,00:25,355,1.0, 8762
AirAsia,10/01/2023,Goa,New Delhi,18:05,22:15,250,1.0, 8869
AirAsia,10/01/2023,Goa,New Delhi,14:45,20:45,360,1.0, 8901
AirAsia,10/01/2023,Goa,New Delhi,18:05,00:35,390,1.0, 8901
SpiceJet,10/01/2023,Goa,New Delhi,22:50,12:20,810,1.0, 9208
SpiceJet,10/01/2023,Goa,New Delhi,17:05,01:15,490,1.0, 9226
SpiceJet,10/01/2023,Goa,New Delhi,17:05,09:30,985,1.0, 9226
SpiceJet,10/01/2023,Goa,New Delhi,13:15,12:20,1385,1.0, 9628
SpiceJet,10/01/2023,Goa,New Delhi,13:05,12:20,1395,1.0, 9628
AirAsia,10/01/2023,Goa,New Delhi,07:15,14:20,425,1.0, 9709
SpiceJet,10/01/2023,Goa,New Delhi,01:20,06:40,320,1.0, 9828
AirAsia,10/01/2023,Goa,New Delhi,23:05,01:45,160,0.0, 10025
SpiceJet,10/01/2023,Goa,New Delhi,05:10,12:20,430,1.0, 10109
SpiceJet,10/01/2023,Goa,New Delhi,05:10,01:15,1205,1.0, 10109
Go First,10/01/2023,Goa,New Delhi,06:40,21:20,880,1.0, 10242
Go First,10/01/2023,Goa,New Delhi,23:55,08:00,485,1.0, 10242
Go First,10/01/2023,Goa,New Delhi,23:55,12:05,730,1.0, 10242
"AirAsia, Go First",10/01/2023,Goa,New Delhi,05:45,12:05,380,1.0, 10274
IndiGo,10/01/2023,Goa,New Delhi,00:50,07:30,400,1.0, 10276
IndiGo,10/01/2023,Goa,New Delhi,00:50,09:05,495,1.0, 10276
SpiceJet,10/01/2023,Goa,New Delhi,13:55,19:50,355,1.0, 10330
SpiceJet,10/01/2023,Goa,New Delhi,13:55,08:15,1100,1.0, 10330
SpiceJet,10/01/2023,Goa,New Delhi,07:30,21:50,860,1.0, 10407
IndiGo,10/01/2023,Goa,New Delhi,23:45,07:15,450,1.0, 10444
IndiGo,10/01/2023,Goa,New Delhi,23:45,08:20,515,1.0, 10444
SpiceJet,10/01/2023,Goa,New Delhi,15:25,18:05,160,0.0, 10481
SpiceJet,10/01/2023,Goa,New Delhi,19:55,22:35,160,0.0, 10481
SpiceJet,10/01/2023,Goa,New Delhi,20:55,23:50,175,0.0, 10481
"Vistara, IndiGo",10/01/2023,Goa,New Delhi,00:40,07:15,395,1.0, 10539
Go First,10/01/2023,Goa,New Delhi,23:55,10:55,660,1.0, 10564
SpiceJet,10/01/2023,Goa,New Delhi,22:50,23:40,1490,1.0, 10578
SpiceJet,10/01/2023,Goa,New Delhi,13:15,23:20,605,1.0, 10632
SpiceJet,10/01/2023,Goa,New Delhi,13:05,23:20,615,1.0, 10632
IndiGo,10/01/2023,Goa,New Delhi,10:35,13:10,155,0.0, 10637
SpiceJet,10/01/2023,Goa,New Delhi,17:05,12:20,1155,1.0, 10678
AirAsia,10/01/2023,Goa,New Delhi,08:10,10:45,155,0.0, 10759
"IndiGo, Go First",10/01/2023,Goa,New Delhi,06:45,12:05,320,1.0, 10799
Vistara,10/01/2023,Goa,New Delhi,21:55,00:40,165,0.0, 10864
Go First,10/01/2023,Goa,New Delhi,00:35,03:00,145,0.0, 10865
SpiceJet,10/01/2023,Goa,New Delhi,01:20,07:50,390,1.0, 11194
Go First,10/01/2023,Goa,New Delhi,13:15,21:20,485,1.0, 11292
Go First,10/01/2023,Goa,New Delhi,13:15,22:25,550,1.0, 11292
Go First,10/01/2023,Goa,New Delhi,13:15,23:30,615,1.0, 11292
Go First,10/01/2023,Goa,New Delhi,13:15,01:05,710,1.0, 11292
Go First,10/01/2023,Goa,New Delhi,13:15,02:00,765,1.0, 11292
IndiGo,10/01/2023,Goa,New Delhi,16:05,23:05,420,1.0, 11299
"IndiGo, Go First",10/01/2023,Goa,New Delhi,16:30,22:25,355,1.0, 11324
"Air India, Go First",10/01/2023,Goa,New Delhi,15:25,21:20,355,1.0, 11534
Air India,10/01/2023,Goa,New Delhi,01:15,03:50,155,0.0, 11599
SpiceJet,10/01/2023,Goa,New Delhi,17:05,23:20,375,1.0, 11682
IndiGo,10/01/2023,Goa,New Delhi,06:45,11:45,300,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,06:45,12:40,355,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,06:45,14:15,450,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,06:45,15:00,495,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,13:05,17:35,270,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,13:05,19:30,385,1.0, 11704
IndiGo,10/01/2023,Goa,New Delhi,13:05,21:00,475,1.0, 11704
Go First,10/01/2023,Goa,New Delhi,14:00,00:10,610,1.0, 11739
Air India,10/01/2023,Goa,New Delhi,06:50,11:20,270,1.0, 11809
Go First,10/01/2023,Goa,New Delhi,17:40,20:20,160,0.0, 11811
IndiGo,10/01/2023,Goa,New Delhi,09:55,15:25,330,1.0, 11902
IndiGo,10/01/2023,Goa,New Delhi,18:45,01:40,415,1.0, 11922
IndiGo,10/01/2023,Goa,New Delhi,17:55,01:10,435,1.0, 11967
IndiGo,10/01/2023,Goa,New Delhi,08:05,14:50,405,1.0, 12041
IndiGo,10/01/2023,Goa,New Delhi,23:40,07:15,455,1.0, 12041
"SpiceJet, Air India",10/01/2023,Goa,New Delhi,13:15,18:40,325,1.0, 12092
IndiGo,10/01/2023,Goa,New Delhi,17:55,00:05,370,1.0, 12103
IndiGo,10/01/2023,Goa,New Delhi,14:15,16:45,150,0.0, 12229
IndiGo,10/01/2023,Goa,New Delhi,15:20,17:50,150,0.0, 12229
IndiGo,10/01/2023,Goa,New Delhi,19:40,22:20,160,0.0, 12229
IndiGo,10/01/2023,Goa,New Delhi,11:25,16:45,320,1.0, 12265
IndiGo,10/01/2023,Goa,New Delhi,11:25,17:35,370,1.0, 12265
IndiGo,10/01/2023,Goa,New Delhi,11:25,19:30,485,1.0, 12265
IndiGo,10/01/2023,Goa,New Delhi,08:45,14:15,330,1.0, 12328
IndiGo,10/01/2023,Goa,New Delhi,08:45,16:30,465,1.0, 12328
IndiGo,10/01/2023,Goa,New Delhi,08:00,15:55,475,1.0, 12481
IndiGo,10/01/2023,Goa,New Delhi,23:20,04:20,300,1.0, 12527
IndiGo,10/01/2023,Goa,New Delhi,23:20,07:20,480,1.0, 12527
SpiceJet,10/01/2023,Goa,New Delhi,05:10,23:20,1090,1.0, 12565
IndiGo,10/01/2023,Goa,New Delhi,07:35,14:15,400,1.0, 12702
IndiGo,10/01/2023,Goa,New Delhi,16:30,22:15,345,1.0, 12754
IndiGo,10/01/2023,Goa,New Delhi,16:30,00:40,490,1.0, 12754
Go First,10/01/2023,Goa,New Delhi,17:05,23:30,385,1.0, 12762
Go First,10/01/2023,Goa,New Delhi,17:05,01:05,480,1.0, 12762
Go First,10/01/2023,Goa,New Delhi,17:05,02:00,535,1.0, 12762
Go First,10/01/2023,Goa,New Delhi,17:05,08:00,895,1.0, 12762
IndiGo,10/01/2023,Goa,New Delhi,13:10,15:40,150,0.0, 12800
Vistara,10/01/2023,Goa,New Delhi,13:20,18:05,285,1.0, 12859
IndiGo,10/01/2023,Goa,New Delhi,23:15,07:40,505,1.0, 13005
IndiGo,10/01/2023,Goa,New Delhi,08:55,13:35,280,1.0, 13245
IndiGo,10/01/2023,Goa,New Delhi,13:00,18:55,355,1.0, 13273
IndiGo,10/01/2023,Goa,New Delhi,13:00,20:40,460,1.0, 13273
IndiGo,10/01/2023,Goa,New Delhi,18:45,00:40,355,1.0, 13279
IndiGo,10/01/2023,Goa,New Delhi,15:05,23:35,510,1.0, 13301
SpiceJet,10/01/2023,Goa,New Delhi,14:15,21:55,460,1.0, 13488
AirAsia,10/01/2023,Goa,New Delhi,16:35,19:10,155,0.0, 13699
IndiGo,10/01/2023,Goa,New Delhi,15:05,22:10,425,1.0, 13721
IndiGo,10/01/2023,Goa,New Delhi,07:30,09:55,145,0.0, 13735
IndiGo,10/01/2023,Goa,New Delhi,08:55,17:05,490,1.0, 13945
Vistara,10/01/2023,Goa,New Delhi,14:25,17:05,160,0.0, 14014
Go First,10/01/2023,Goa,New Delhi,21:05,10:05,780,1.0, 14021
"Alliance Air, IndiGo",10/01/2023,Goa,New Delhi,13:15,20:40,445,1.0, 14186
IndiGo,10/01/2023,Goa,New Delhi,12:05,18:35,390,1.0, 14754
IndiGo,10/01/2023,Goa,New Delhi,12:05,19:45,460,1.0, 14754
IndiGo,10/01/2023,Goa,New Delhi,15:05,20:50,345,1.0, 14771
IndiGo,10/01/2023,Goa,New Delhi,22:30,01:00,150,0.0, 15251
IndiGo,10/01/2023,Goa,New Delhi,14:25,20:40,375,1.0, 15642
IndiGo,10/01/2023,Goa,New Delhi,14:25,22:40,495,1.0, 15642
Go First,10/01/2023,Goa,New Delhi,18:15,01:05,410,1.0, 15702
Go First,10/01/2023,Goa,New Delhi,18:15,02:00,465,1.0, 15702
Go First,10/01/2023,Goa,New Delhi,18:15,08:00,825,1.0, 15702
IndiGo,10/01/2023,Goa,New Delhi,02:10,09:20,430,1.0, 16293
IndiGo,10/01/2023,Goa,New Delhi,14:45,20:15,330,1.0, 16384
SpiceJet,10/01/2023,Goa,New Delhi,14:15,11:30,1275,1.0, 16534
IndiGo,10/01/2023,Goa,New Delhi,20:55,23:30,155,0.0, 17305
IndiGo,10/01/2023,Goa,New Delhi,14:35,22:30,475,1.0, 22467
IndiGo,10/01/2023,Goa,New Delhi,14:35,19:50,315,1.0, 24874
Air India,10/01/2023,Goa,New Delhi,14:05,16:40,155,0.0, 27633
Go First,10/01/2023,Ahmedabad,Goa,08:55,16:35,460,1.0, 3641
Go First,10/01/2023,Ahmedabad,Goa,05:00,16:35,695,1.0, 3641
Go First,10/01/2023,Ahmedabad,Goa,08:55,17:45,530,1.0, 3641
Go First,10/01/2023,Ahmedabad,Goa,05:00,17:45,765,1.0, 3641
Go First,10/01/2023,Ahmedabad,Goa,15:05,23:25,500,1.0, 3641
Go First,10/01/2023,Ahmedabad,Goa,08:55,23:25,870,1.0, 3641
SpiceJet,10/01/2023,Ahmedabad,Goa,23:00,00:45,105,0.0, 3998
IndiGo,10/01/2023,Ahmedabad,Goa,20:55,22:45,110,0.0, 3999
Go First,10/01/2023,Ahmedabad,Goa,18:55,20:35,100,0.0, 4000
Vistara,10/01/2023,Ahmedabad,Goa,05:05,00:05,1140,1.0, 4621
Go First,10/01/2023,Ahmedabad,Goa,05:00,11:15,375,1.0, 4660
"Akasa Air, Go First",10/01/2023,Ahmedabad,Goa,11:50,16:35,285,1.0, 4754
"Akasa Air, Go First",10/01/2023,Ahmedabad,Goa,16:05,23:25,440,1.0, 4854
"Akasa Air, SpiceJet",10/01/2023,Ahmedabad,Goa,16:05,22:20,375,1.0, 5035
Go First,10/01/2023,Ahmedabad,Goa,05:00,12:45,465,1.0, 5193
"Go First, SpiceJet",10/01/2023,Ahmedabad,Goa,08:55,16:30,455,1.0, 5194
IndiGo,10/01/2023,Ahmedabad,Goa,14:50,23:10,500,1.0, 5524
